id;category/id;category/name/fr;scope/id;scope/name/fr;participatory_space/id;participatory_space/url;component/id;title;body;state;reference;answer/fr;supports;endorsements/total_count;endorsements/user_endorsements;comments;attachments;followers;published_at;url;meeting_urls;related_proposals;is_amend;original_proposal/title;original_proposal/url
1143;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Revenu universel ;"Revenu de base 1000€ pour tous les majeurs sauf en prison=-600Md€/an
-Remplacer aides sociales inférieures à 1000€ et donner reliquat au-delà=+100Md€
-TVA à 30% local, 60% importé= +260Md€
-taxe sur transaction financière à 3%=+10Md€
-taxe sur dépenses de publicité=+5Md€
-CSG augmentée de 15% sauf pour SMIC ou inférieur=+150Md€
-lutte contre évasion fiscale=+80Md€
-lutte contre fraude institutionnelle et placements abusifs
Maintenir 5 ans impôt sur le revenu=+400 Md€. Puis le supprimer car non motivant.

Nous avons donc les 600 milliards du revenu universel + des centaines de milliards pour sortir de la crise Covid-19 !";"";ja-PROP-2020-04-1143;"";0;11;Jeremie, Pascal R., Maverick, Jean-Luc Martin, Matt, tanguy, Jportier, renac, Johanna, rouslii, Théo Hennequin;3;0;76;2020-04-05 00:44:25 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/1143;"";"";false;;
2674;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Instaurer la semaine de quatre jours;"Travailler quatre jours de six heures pour un même salaire est une proposition au coeur des débats en Finlande. Cette proposition a été mise sur la table par la jeune Première Ministre, Sanna Marin. 

De manière générale, il faut repenser le temps de travail afin de le flexibiliser et laisser davantage de temps pour s'occuper de sa famille, de la culture et de partager les responsabilités politiques. 

Les résultats sont probants: lorsque le travail est plus flexible, le personnel est plus heureux, en meilleure santé, plus créatif et souvent plus productif!

En 1930, l'économiste John Maynard Keynes prévoyait la semaine de travail de 15 heures en 2030. Il pensait que cela se ferait sans réforme fondamentale du capitalisme. 

Lisez le lien suivant pour en savoir plus!
https://theconversation.com/la-semaine-de-quatre-jours-nest-pas-un-luxe-elle-est-necessaire-au-progres-de-lhumanite-124478";"";ja-PROP-2020-04-2674;"";0;9;Mathieu Levoir, 2020, Senaux , Fefenus, Gwen, Gwed7, Lev, CAMILLE D, Manreza;2;0;76;2020-04-06 02:20:38 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2674;"";"";false;;
545;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Pour en finir avec les Bullshit Jobs;"La complexification croissante de nos économies conduit à la création d'un nombre de plus en plus significatifs d'emplois socialement inutiles. Paradoxalement, ces emplois sont parmi les mieux rémunérés et constituent le premier débouché des formations d'élite que sont les Grandes Ecoles de Commerce et d'Ingénieurs. Loins de s'y tromper, ces jeunes diplômés vivent une perte de sens que l'on aurait tort d'associer uniquement à un phénomène générationnel.

Si l'on choisit demain de rompre avec les tendance (financiarisation, accroissement exponentiel de la consommation d’énergie, complexification des chaînes de valeur et des organisations) qui ont permis l’émergence de cette situation, de nombreux emplois seront menacés. Nous pouvons choisir d'être paralysés par cette menace et de poursuivre sur notre trajectoire actuelle. Je suis convaincu qu'il est préférable pour l'emploi en France à long terme d'engager des mutations volontaires.

1) Il faut engager une démarche méthodique pour réduire autant que possible les avantages fiscaux dont les grands groupes bénéficient
2) Il faut offrir une fiscalité plus attractive aux entreprises qui participent à la richesse d'un tissu économique territorial au détriment des Grands Groupes Internationaux
3) Il faut favoriser le développement d'entreprise Sociale et Solidaire avec une fiscalité incitative et des mesures d’accompagnement à la création
4) L'impact écologique et environnemental d'une entreprise doit être mieux pris en compte dans sa fiscalité";"";ja-PROP-2020-04-545;"";0;49;bert, Arthur, Jack Magne, Monsieur W, FLOQUET, Vernay Nicolas, Michelle, Paul Besson, noname, Lemondedapres, Vigo , Siss, Ornatus, Kandel, ald, Nicolas, Fabien27, Benoit E, jay, Antoine, ThomasGarri, AWag, William, Tartif, bruneau, Anne-Marie Estour, Matt, remseeks, Maeva, San, Higikaelle, Jean-Luc Martin, tanguy, AideSoignant, Anne, zhusson, VIRET FREDERIC, ROBIN, Francis, Boulmier, jeunesseDuVivreEnsemble, Nico Tawei, Anne-Laure, PAMU, ardouin, L'hostis, Savvy Catachrone, Tranier, Théo Hennequin;5;0;76;2020-04-04 17:16:27 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/545;"";"";false;;
305;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Mutuelle collective obligatoire au travail, la loi à revoir ;"Aujourd’hui il existe trop de détournement pour appliquer cette obligation pourquoi  ?
Le prix des mutuelles collectives  explose pour les entreprises et des cotisations trop chères pour le salarié pénalisé 2x avec  prélèvement d’une partie de la cotisation sur sa paie et  l’intégration de la part patronale dans le net imposable.  Mis en avant comme un avantage par les entreprises c’est faux le salarié paie au final  sa mutuelle  en totalité. 
Il faut revoir cette loi dans sa totalité. Par exemple un employeur vous prélève 86€ de mutuelle obligatoire collective (socle famille et que vous êtes seul et peu importe votre salaire) sur votre paie,  il réintègre 86€ sur votre net imposable. C’est un montant total de 172€ à charge du salarié... énorme 
Certains diront oui mais ça couvre plus de garanties faux avec les mutuelles de bases collectives obligatoires vous êtes obligés de prendre une sur complémentaire ce qui revient au même. Il faut plafonner les mutuelles collectives obligatoires. Tout comme les employeurs qui vous disent il faut avoir une ancienneté pour prétendre à la mutuelle qui couvre justement votre période d’essai, c’est faux détournement de la loi pour éviter de payer. 
Les assurances complémentaires santé doivent être encadrées plus sévèrement. Il faut revoir cette loi. Pourquoi pas revenir sur l’intégration sur le net imposable en la supprimant ?
Beaucoup de salariés ne sont pas couverts parce que cela leurs coûtent trop chers, les entreprises ne paient pas leurs cotisations trop chères également.
Une mutuelle ne couvre pas seulement la santé au travail. Il faut revoir cette loi et la faire respecter...";withdrawn;ja-PROP-2020-04-305;"";0;0;"";0;0;73;2020-04-04 12:25:32 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/305;"";"";false;;
1871;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Génaraliser le télétravail à l'ensemble du tertiaire;Cela permettrait de limiter les déplacements et libèrerait des locaux qui seraient alors disponibles pour y créer des logements, des lieux de vie sociale et de formation.;"";ja-PROP-2020-04-1871;"";0;2;VERMOREL, lobry;0;0;74;2020-04-05 14:30:44 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/1871;"";"";false;;
330;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Reconnaissance du travail et revalorisation;"Aujourd'hui les salaires sont bas pour une majorité d'entre nous et les charges et autres taxes sont parmi les plus élevées d'Europe.

Il semble nécessaire de réévaluer les salaires pour TOUS.

Quand on constate que même pendant cette crise, certaines entreprises ou sociétés en profitent pour avoir recours au chômage partiel alors que financièrement elles engrangent des profits et paient à la fronde leurs employés (refus même dans ce contexte de verser prime Macron , il y a de quoi se poser des questions.

L'Etat laisse trop les grands groupes faire ce qu'ils veulent, au détriment des petites entreprises qui elles sont asphyxiées.

Il serait de bon ton après cette épreuve que nous traversons que le gouvernement veille a mieux répartir les richesses, remette en avant le travail (pas avec quelques miettes), et arrête de taxer les Français sur tout. Combien de nouvelles taxes sont apparues pour combien de supprimées ...on ne parlera pas de l'IFS vaut mieux.

Enfin, certains métiers mettent en exergue le fait qu'ils sont indispensables à notre société et pourtant ils sont mal rémunérés caissiers, pompiers, agents hospitaliers, policiers et bien d'autres encore.

Il faut réagir !";"";ja-PROP-2020-04-330;"";0;14;AideSoignant, Jacob, Sardine, Patrick Dewaere, Carl24, bert, Jérôme Jérôme, Lola, AWag, Mouna, Un oiseau, Higikaelle, Gregory benoit, Cédric;13;0;76;2020-04-04 12:25:04 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/330;"";"";false;;
939;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Rémunérer les parents au foyer ayant des enfants en bas age jusqu'à la scolarité;L'age d'entrée en école ayant été avancé, pourquoi ne pas permettre aux femmes ou hommes parent d'un enfant en bas de ne pas avoir le choix entre laisser son enfant en garde et survivre financièrement. Je propose une rémunération de l'état correcte pour les personnes souhaitant élever leurs enfants jusqu'à leur première scolarité . A ma connaissance, cela n'existe pas ....?;"";ja-PROP-2020-04-939;"";0;11;Souad, Estelle, Aude, Cannet, BoTidO, zhusson, Anko, gaelle, renac, BurningTree, CAMILLE D;6;0;77;2020-04-04 21:43:05 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/939;"";"";false;;
593;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Ce n'est pas le jour d'après, mais le Monde d'après qu'il nous faut créer!;"5G, un minimum de 30% de télétravailleurs dans les services + des grandes lignes à trains pendulaires (250 km/h).
Navettes et taxis volants, substitutions pour Airbus qui va être mal.
Relocalisation de l'emploi sur tout le territoire.
Robots et imprimantes 3D permettant de produire à 100% en France tous les indispensables à notre bien être quotidien.
Echanges internationaux: finance, luxe, hautes technologies, tourisme à haute valeur environnementale.
Favoriser au maximum l'économie de l'immatérielle!";"";ja-PROP-2020-04-593;"";0;1;Kandel;15;0;73;2020-04-04 17:42:48 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/593;"";"";false;;
118;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Replacer l'humain au centre de l'entreprise;"Actuellement, les ""ressources humaines"" sont au passif du bilan et les machines, robots etc à l'actif. Inversons leurs places et remettons l'humain et sa force de création, de travail, de pensée à l'actif des entreprises.
C'est l'occasion d'un changement majeur dans l'idée même de l'entreprise et de la place que ses collaborateurs doivent y occuper. Le profit n'est pas un but suffisant pour une entreprise !";"";ja-PROP-2020-04-118;"";0;0;"";0;0;73;2020-04-05 20:30:41 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/118;"";"";false;;
783;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Retraite a 50 ans pour les héros du coronavirus ;"Il y a trois mois à 60 ans on était une personne très jeune. Aujourd’hui avec le coronavirus au-delà de 50 ans on est une personne à risque qui peut mourir facilement et au-delà de 70 ans on intube  plus .
Pour remercier les salariés au front  leur  raccorder la retraite a 50 ans : forces de l’ordre , caissières , médical , infirmière , transport , nucléaire , agroalimentaire";"";ja-PROP-2020-04-783;"";0;0;"";1;0;73;2020-04-04 19:07:58 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/783;"";"";false;;
1473;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Légiférer sur le télétravail ;Beaucoup d’entreprises et de salariés se rendent compte des possibilités offertes par le télétravail et comme ce dernier réduit la pollution je crois utile  de légiférer pour le favoriser et ainsi diminuer la construction d’immeubles de bureaux où les reconvertir. Également réduire les émissions de CO2.;"";ja-PROP-2020-04-1473;"";0;4;Matt, Annick BRICQUE-GRANJON, ROBIN, Ronzeau Katia;2;0;73;2020-04-05 11:25:36 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/1473;"";"";false;;
640;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Changer de paradigme et ré-industrialiser la France pour l'emploi et la Responsabilité Sociétale et Environnementale;"Face à la mondialisation, les informations qui vont de plus en plus vite et qui demande de plus en plus d'agilité et de s'engager dans le numérique , au chômage toutes catégories sociaux-professionnelles qui augmente avec une fragilité de l'emploi, aux choix politiques, économiques qui rendent la France dépendante d'institutions et de dirigeants d'entreprises  à l'étranger, la mise en avant d'une société de services, nous avons oubliés les priorités essentielles pour une société juste et responsable pour notre société: la santé, l'éducation et la formation, l'emploi, la sécurité.....
Malheureusement avec cette crise sanitaire, nous n'avons pas été exemplaire, vu les limites des compétences de nos décideurs politiques et économiques dans l'anticipation d'évènements contre la santé et la sécurité de la population.
Il faut réindustrialiser, être un laboratoire de créativité  et de compétences pour anticiper et agir pour les citoyens et être exemplaire aux yeux du monde. Relocaliser des entreprises, même si ce sont des PME ou TPE.

Profitons du numérique pour engager des transformations pour être la performance et la qualité de vie au travail, développer les compétences.
Ré-enchanter l'industrie aux yeux des jeunes et des moins jeunes pour faire des formations techniques et être attirer par des emplois en industrie.
Nous avons vu les limites d'une société de services ....la marchandisation des relations et la fragilisation de l'emploi. Sans l'industrie......les services ne vendent que du vent, de l'image !

Des industries qui s'unissent pour être plus fortes, qui forment, qui attirent des gens motivés et qui laissent la chance à la diversité, qui n'oublient surtout pas les valeurs de la Responsabilité sociale, sociale et environnementale.
Avec des belles écoles de formation, un vivier de créativité dans la population, la France disposent de citoyens compétents et il n'est pas normal que certains sont au chômage !
Il faut saisir les opportunités de transformation.
Intelligence collective, courage, confiance, actions à l'intérieur de la France d'abord!
Balayons devant de notre porte, soyons inclusif, soyons juste!

Réindustrialiser la France, travaillons en local, créer des entreprises de production, des partenaires pour accompagner les entreprises, adaptons nous aux changements et laissons les gens être acteurs de leur vie. Commencer avec des produits stratégiques, de premières nécessités.

Seul on va vite, ensemble on va plus loin.";"";ja-PROP-2020-04-640;"";0;17;Michel , LE BARBIER, Jean baptiste , Baumgartner, Gazou, Jeff Ventura, AWag, matthieu caillot, remseeks, Matt, BoTidO, AideSoignant, Anne, Cédric, ROCHUT, lobry, lepiller;3;1;73;2020-04-04 18:20:20 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/640;"";"";false;;
168;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Réduction du temps de travail / Réflexion sur la valorisation ;"<b>Réduction de la semaine de travail à 4 jours pour les secteurs secondaires et tertiaires.</b>

Cela permettrait de réduire significativement le chômage. De plus, cela laisserait du temps à consacrer à des activités connexes (associatives, bien commun, artistiques, scientifiques, etc.) et renforcerait la cohésion nationale. 
Cette mesure devrait s’accompagner d’un salaire de base minimum, financé par exemple par la lutte contre l’évasion fiscale, des impôts plus justes (TVA indexée sur les salaires) ou la baisse des revenus des hauts fonctionnaires. 

Enfin, il est plus que temps de s’interroger sur le système de valorisation salariale vis-à-vis de leur contribution au bien commun.";"";ja-PROP-2020-04-168;"";0;42;Boitel, Pallas, MT, Bunot , Fred, PhilFM, Gorlanova, Dusart Thomas, xXJeanvaljeanXx, Spooner, Ild, Pierre, Allons-y, bert, Kd69, Marie, Idées, Bene, FONTAINE, Diane, Jérôme Jérôme, Lacress, Quentin Le Claire, Nerry, Pia, DMP, AWag, William, Yann, Coco, A., Lecot, Matt, Prud'homme, Emilia, Maitre Yoda, parsy, Des Illusions, Gohe, Laurence, Senaux , Théo Hennequin;6;0;74;2020-04-04 09:56:34 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/168;"";"";false;;
571;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Semaine de 4 jours pour tous les secteurs;"Tout est décrit depuis près de 30 ans, à l'instigation en France de Pierre Larrouturou, a même fait l'objet d'une loi (Robien), a été expérimenté avec succès et reste en place dans des dizaines d'entreprises, malgré l'abrogation de la loi Robien.

https://fr.wikipedia.org/wiki/Semaine_de_quatre_jours
Le fonctionnement est de plus vertueux en faisant reposer l'effort (minime) sur les salaires les plus élevés.

Il est flexible et peut prendre des formes très diverses :
4 jours de travail (32 heures) sur 5 (pour la plupart des salariés).
4 jours sur 5 ½ ou 4 jours sur 6 dans la distribution.
4 jours sur 7 (hôpitaux, transports).
1 semaine libre sur 5.
1 semaine longue, 1 semaine courte (pour les chauffeurs routiers par exemple).
1 week-end de 4 jours toutes les deux semaines.
1 mois libre sur 5 (chercheurs, programmeurs en informatique…).
1 année sabbatique tous les 5 ans (chercheurs…).
Possibilité de prendre 4 années sabbatiques au cours de la vie professionnelle (comprises dans les 42 années de cotisation).
Etc.";"";ja-PROP-2020-04-571;"";0;34;Gaby Demoui, Coco, Arthur, bert, RER, Alfredo Escribano, titou, Bruno Fulcrand, noname, Adrien, Agalev, Adri, FONTAINE, Maurice, Linza, Yassin , Aurel, Anais, DMP, Louceane, Matt, Kévin, cachou, cordonnier, Chevrier Bruno, ll, Des Illusions, jeunesseDuVivreEnsemble, Herve67, Erbault, Delosier, Sandra, Savvy Catachrone, Théo Hennequin;6;0;78;2020-04-04 17:30:28 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/571;"";"";false;;
